Gage No., Filename, Time, Stage(ft), Flow(cfs), Depth(ft), Width(ft), Midpt-Flow(cfs), Precip(ft/dy), ET(ft/dy), SFR-Runoff(cfs), UZF-Runoff(cfs), Conductance(ft/dy), HeadDiff(ft), HydGrad(ft)
2, H1.gg1, 31-May-1994,52.678116,39.631271,0.670244,84.391907,39.710556,0,0,0.000934,0,16808.30469,0.249931,2.49931
2, H1.gg1, 01-Jun-1994,52.652912,36.591003,0.645036,84.113297,36.663776,0,0,0.000865,0,16752.8125,0.230168,2.301675
2, H1.gg1, 02-Jun-1994,52.631943,33.956547,0.624065,83.873833,34.027824,0,0,0.000804,0,16705.11914,0.226018,2.260182
2, H1.gg1, 03-Jun-1994,52.608006,31.086329,0.600128,83.591331,31.154036,0,0,0.000749,0,16648.85547,0.215398,2.15398
2, H1.gg1, 04-Jun-1994,52.580429,28.018282,0.572553,83.252853,28.088955,0,0,0.0007,0,16581.43945,0.225612,2.256116
2, H1.gg1, 05-Jun-1994,52.560265,24.985577,0.552392,81.819443,25.063478,0,0,0.000656,0,16295.94629,0.252864,2.52864
2, H1.gg1, 06-Jun-1994,52.554096,23.930204,0.546218,80.778648,24.001755,0,0,0.000615,0,16088.65137,0.235264,2.352643
2, H1.gg1, 07-Jun-1994,52.553352,23.722242,0.545472,80.652939,23.762426,0,0,0.001508,0,16063.61621,0.134237,1.342374
2, H1.gg1, 08-Jun-1994,52.546825,22.330521,0.538949,79.555122,22.395744,0,0,0.000717,0,15844.96387,0.218021,2.180211
2, H1.gg1, 09-Jun-1994,52.527863,18.828243,0.519985,76.374306,18.909653,0,0,0.000671,0,15211.44141,0.283065,2.830655
2, H1.gg1, 10-Jun-1994,52.511204,16.177664,0.503328,73.593628,16.287766,0,0,0.000629,0,14657.61523,0.396787,3.967874
2, H1.gg1, 11-Jun-1994,52.495617,13.749696,0.487744,71.003601,13.867716,0,0,0.00059,0,14141.75977,0.440685,4.406854
2, H1.gg1, 12-Jun-1994,52.497231,14.112649,0.489356,71.271103,14.206351,0,0,0.000554,0,14195.03809,0.348733,3.487328
2, H1.gg1, 13-Jun-1994,52.481243,11.487809,0.473367,68.624451,11.573863,0,0,0.000522,0,13667.9043,0.332644,3.326443
2, H1.gg1, 14-Jun-1994,52.457989,9.193778,0.45011,64.797188,9.285545,0,0,0.000493,0,12905.62988,0.375547,3.755475
2, H1.gg1, 15-Jun-1994,52.446815,8.427073,0.438937,62.968037,8.512966,0,0,0.000466,0,12541.32031,0.361728,3.617278
2, H1.gg1, 16-Jun-1994,52.443108,8.090072,0.435232,62.363018,8.169248,0,0,0.000441,0,12420.81934,0.3367,3.367005
2, H1.gg1, 17-Jun-1994,52.441265,7.956409,0.433388,62.062084,8.032905,0,0,0.000418,0,12360.88281,0.326861,3.26861
2, H1.gg1, 18-Jun-1994,52.443565,8.111485,0.43569,62.437778,8.18924,0,0,0.000398,0,12435.70898,0.330196,3.301965
2, H1.gg1, 19-Jun-1994,52.441936,7.986949,0.434059,62.171597,8.064198,0,0,0.000378,0,12382.69238,0.329408,3.294085
2, H1.gg1, 20-Jun-1994,52.436668,7.499734,0.428792,61.312855,7.579732,0,0,0.00036,0,12211.65918,0.345841,3.458411
2, H1.gg1, 21-Jun-1994,52.43206,7.104369,0.424186,60.56319,7.183142,0,0,0.000344,0,12062.34766,0.344736,3.447357
2, H1.gg1, 22-Jun-1994,52.426003,6.627288,0.418126,59.578541,6.712018,0,0,0.000328,0,11866.23535,0.376845,3.76845
2, H1.gg1, 23-Jun-1994,52.415943,5.878337,0.408065,57.948364,5.969032,0,0,0.000314,0,11541.55371,0.414633,4.146329
2, H1.gg1, 24-Jun-1994,52.404182,5.103635,0.396309,56.050453,5.192887,0,0,0.0003,0,11163.54688,0.421831,4.218305
2, H1.gg1, 25-Jun-1994,52.392204,4.417306,0.384329,54.124454,4.508139,0,0,0.000287,0,10779.94727,0.44454,4.445399
2, H1.gg1, 26-Jun-1994,52.371239,3.35675,0.363363,50.77404,3.450203,0,0,0.000275,0,10112.64648,0.487486,4.874862
2, H1.gg1, 27-Jun-1994,52.350361,2.436133,0.342483,47.463974,2.556348,0,0,0.000264,0,9453.381836,0.670568,6.705682
2, H1.gg1, 28-Jun-1994,52.317043,1.519541,0.309168,42.241142,1.621198,0,0,0.000253,0,8413.152344,0.637253,6.37253
2, H1.gg1, 29-Jun-1994,52.251339,0.447396,0.243463,32.176414,0.516812,0,0,0.000243,0,6408.564453,0.571548,5.71548
2, H1.gg1, 30-Jun-1994,52.008839,0,0,0.09605,0,0,0,0.000234,0,19.13027,0.329046,3.290457
2, H1.gg1, 01-Jul-1994,52.173244,0.035194,0.16537,20.710499,0.073724,0,0,0.000225,0,4124.902344,0.493455,4.934549
2, H1.gg1, 02-Jul-1994,52.142967,0.00409,0.135092,16.449156,0.03279,0,0,0.000217,0,3276.172119,0.463177,4.631769
2, H1.gg1, 03-Jul-1994,52.124687,0,0,13.938446,0.009203,0,0,0.000209,0,2776.11499,0.444896,4.448964
2, H1.gg1, 04-Jul-1994,52.11026,0,0,11.994623,0.008556,0,0,0.000202,0,2388.9646,0.430467,4.304672
2, H1.gg1, 05-Jul-1994,52.008801,0,0,0.092431,0,0,0,0.000195,0,18.409481,0.32901,3.290096
2, H1.gg1, 06-Jul-1994,52.071388,0,0,6.962653,0.00376,0,0,0.000188,0,1386.748901,0.391598,3.915981
2, H1.gg1, 07-Jul-1994,52.008785,0,0,0.091132,0,0,0,0.000182,0,18.150675,0.328997,3.289966
2, H1.gg1, 08-Jul-1994,52.008781,0,0,0.090502,0,0,0,0.000176,0,18.025322,0.32899,3.289903
2, H1.gg1, 09-Jul-1994,52.008774,0,0,0.08987,0,0,0,0.000171,0,17.899368,0.328984,3.289839
2, H1.gg1, 10-Jul-1994,52.00877,0,0,0.089252,0,0,0,0.000165,0,17.77619,0.328978,3.289778
2, H1.gg1, 11-Jul-1994,52.008762,0,0,0.088647,0,0,0,0.00016,0,17.655806,0.328972,3.289717
2, H1.gg1, 12-Jul-1994,52.008755,0,0,0.08807,0,0,0,0.000155,0,17.540949,0.328966,3.28966
2, H1.gg1, 13-Jul-1994,52.008751,0,0,0.087511,0,0,0,0.000151,0,17.429625,0.32896,3.289603
2, H1.gg1, 14-Jul-1994,52.008457,0.000002,0.00058,0.057979,0.000001,0,0,0.000146,0,11.547679,0.328665,3.28665
2, H1.gg1, 15-Jul-1994,52.008163,0.000071,0.000288,0.028815,0.000035,0,0,0.000142,0,5.738976,0.328373,3.283734
2, H1.gg1, 16-Jul-1994,52.008163,0.000067,0.000286,0.028642,0.000033,0,0,0.000138,0,5.704663,0.328372,3.283717
2, H1.gg1, 17-Jul-1994,52.00816,0.000064,0.000285,0.028474,0.000032,0,0,0.000134,0,5.671128,0.32837,3.2837
2, H1.gg1, 18-Jul-1994,52.00816,0.00006,0.000283,0.028308,0.00003,0,0,0.000131,0,5.638128,0.328368,3.283683
2, H1.gg1, 19-Jul-1994,52.00816,0.000057,0.000281,0.028145,0.000029,0,0,0.000127,0,5.605718,0.328367,3.283667
2, H1.gg1, 20-Jul-1994,52.008156,0.000054,0.00028,0.027987,0.000027,0,0,0.000124,0,5.574198,0.328365,3.283651
2, H1.gg1, 21-Jul-1994,52.008156,0.000051,0.000278,0.027832,0.000026,0,0,0.000121,0,5.543352,0.328364,3.283636
2, H1.gg1, 22-Jul-1994,52.008152,0.000049,0.000277,0.02768,0.000024,0,0,0.000118,0,5.513011,0.328362,3.28362
2, H1.gg1, 23-Jul-1994,52.008152,0.000046,0.000275,0.027531,0.000023,0,0,0.000115,0,5.483332,0.328361,3.283606
2, H1.gg1, 24-Jul-1994,52.008152,0.000044,0.000274,0.027388,0.000022,0,0,0.000112,0,5.454875,0.328359,3.283592
2, H1.gg1, 25-Jul-1994,52.008148,0.000041,0.000272,0.027246,0.000021,0,0,0.000109,0,5.426521,0.328358,3.283577
2, H1.gg1, 26-Jul-1994,52.008148,0.000039,0.000271,0.027107,0.00002,0,0,0.000106,0,5.398851,0.328356,3.283563
2, H1.gg1, 27-Jul-1994,52.008144,0.000037,0.00027,0.026966,0.000018,0,0,0.000104,0,5.370709,0.328355,3.283549
2, H1.gg1, 28-Jul-1994,52.008144,0.000035,0.000268,0.026833,0.000017,0,0,0.000101,0,5.344307,0.328354,3.283536
2, H1.gg1, 29-Jul-1994,52.008141,0.000033,0.000267,0.026713,0.000017,0,0,0.000099,0,5.320459,0.328352,3.283524
2, H1.gg1, 30-Jul-1994,52.008141,0.000031,0.000266,0.026598,0.000016,0,0,0.000097,0,5.297458,0.328351,3.283512
2, H1.gg1, 31-Jul-1994,52.008141,0.00003,0.000265,0.026482,0.000015,0,0,0.000095,0,5.274473,0.32835,3.283501
2, H1.gg1, 01-Aug-1994,52.008141,0.000028,0.000264,0.02637,0.000014,0,0,0.000093,0,5.252082,0.328349,3.283489
2, H1.gg1, 02-Aug-1994,52.008141,0.000026,0.000263,0.02626,0.000013,0,0,0.000092,0,5.230182,0.328348,3.283478
2, H1.gg1, 03-Aug-1994,52.008141,0.000025,0.000262,0.026153,0.000012,0,0,0.00009,0,5.208808,0.328347,3.283468
2, H1.gg1, 04-Aug-1994,52.008137,0.000024,0.00026,0.026047,0.000012,0,0,0.000088,0,5.187768,0.328346,3.283457
2, H1.gg1, 05-Aug-1994,52.008137,0.000022,0.000259,0.025947,0.000011,0,0,0.000087,0,5.167789,0.328345,3.283447
2, H1.gg1, 06-Aug-1994,52.008137,0.000021,0.000259,0.02585,0.00001,0,0,0.000085,0,5.148564,0.328344,3.283437
2, H1.gg1, 07-Aug-1994,52.008133,0.00002,0.000258,0.025753,0.00001,0,0,0.000084,0,5.12928,0.328343,3.283428
2, H1.gg1, 08-Aug-1994,52.008133,0.000018,0.000257,0.025653,0.000009,0,0,0.000082,0,5.10933,0.328342,3.283418
2, H1.gg1, 09-Aug-1994,52.008125,0.000018,0.000253,0.025315,0.000009,0,0,0.000081,0,5.041959,0.328338,3.283384
2, H1.gg1, 10-Aug-1994,52.008125,0.000018,0.000249,0.024905,0.000009,0,0,0.000079,0,4.960329,0.328334,3.283343
2, H1.gg1, 11-Aug-1994,52.008121,0.000017,0.000245,0.024512,0.000009,0,0,0.000078,0,4.882064,0.32833,3.283303
2, H1.gg1, 12-Aug-1994,52.008118,0.000017,0.000241,0.024135,0.000009,0,0,0.000077,0,4.806875,0.328327,3.283266
2, H1.gg1, 13-Aug-1994,52.008114,0.000017,0.000238,0.023761,0.000008,0,0,0.000076,0,4.732377,0.328323,3.283228
2, H1.gg1, 14-Aug-1994,52.00811,0.000017,0.000234,0.023406,0.000008,0,0,0.000075,0,4.661732,0.328319,3.283193
2, H1.gg1, 15-Aug-1994,52.008106,0.000016,0.00023,0.023049,0.000008,0,0,0.000074,0,4.590564,0.328316,3.283157
2, H1.gg1, 16-Aug-1994,52.008102,0.000016,0.000225,0.022461,0.000008,0,0,0.000072,0,4.473598,0.32831,3.283099
2, H1.gg1, 17-Aug-1994,52.008099,0.000016,0.000221,0.022135,0.000008,0,0,0.000071,0,4.408668,0.328307,3.283066
2, H1.gg1, 18-Aug-1994,52.008095,0.000015,0.000218,0.021836,0.000008,0,0,0.00007,0,4.349074,0.328304,3.283036
2, H1.gg1, 19-Aug-1994,52.008091,0.000015,0.000216,0.021562,0.000008,0,0,0.000069,0,4.294409,0.328301,3.283009
2, H1.gg1, 20-Aug-1994,52.008091,0.000015,0.000213,0.021299,0.000008,0,0,0.000068,0,4.242211,0.328298,3.282983
2, H1.gg1, 21-Aug-1994,52.008087,0.000015,0.000211,0.021055,0.000007,0,0,0.000067,0,4.193559,0.328296,3.282958
2, H1.gg1, 22-Aug-1994,52.008087,0.000015,0.000208,0.020822,0.000007,0,0,0.000066,0,4.147162,0.328294,3.282935
2, H1.gg1, 23-Aug-1994,52.008083,0.000015,0.000206,0.020591,0.000007,0,0,0.000066,0,4.10106,0.328291,3.282912
2, H1.gg1, 24-Aug-1994,52.00808,0.000014,0.000204,0.020364,0.000007,0,0,0.000065,0,4.05594,0.328289,3.282889
2, H1.gg1, 25-Aug-1994,52.008076,0.000014,0.000201,0.020144,0.000007,0,0,0.000064,0,4.012017,0.328287,3.282867
2, H1.gg1, 26-Aug-1994,52.008076,0.000014,0.000199,0.01993,0.000007,0,0,0.000064,0,3.969513,0.328285,3.282845
2, H1.gg1, 27-Aug-1994,52.008072,0.000014,0.000197,0.019729,0.000007,0,0,0.000063,0,3.929439,0.328283,3.282825
2, H1.gg1, 28-Aug-1994,52.008072,0.000014,0.000195,0.019529,0.000007,0,0,0.000062,0,3.889493,0.328281,3.282805
2, H1.gg1, 29-Aug-1994,52.008072,0.000014,0.000193,0.019336,0.000007,0,0,0.000062,0,3.851167,0.328279,3.282786
2, H1.gg1, 30-Aug-1994,52.008068,0.000014,0.000191,0.019149,0.000007,0,0,0.000061,0,3.813908,0.328277,3.282767
2, H1.gg1, 31-Aug-1994,52.008068,0.000013,0.00019,0.018969,0.000007,0,0,0.00006,0,3.778051,0.328275,3.282749
2, H1.gg1, 01-Sep-1994,52.008064,0.000013,0.000188,0.018798,0.000007,0,0,0.00006,0,3.744084,0.328273,3.282732
2, H1.gg1, 02-Sep-1994,52.008064,0.000013,0.000186,0.018636,0.000007,0,0,0.000059,0,3.711678,0.328272,3.282716
2, H1.gg1, 03-Sep-1994,52.008064,0.000013,0.000185,0.018477,0.000007,0,0,0.000059,0,3.680042,0.32827,3.2827
2, H1.gg1, 04-Sep-1994,52.008064,0.000013,0.000183,0.018324,0.000006,0,0,0.000058,0,3.649529,0.328268,3.282685
2, H1.gg1, 05-Sep-1994,52.008057,0.000013,0.000182,0.018175,0.000006,0,0,0.000058,0,3.619915,0.328267,3.28267
2, H1.gg1, 06-Sep-1994,52.008057,0.000013,0.000179,0.017934,0.000006,0,0,0.000057,0,3.571947,0.328265,3.282646
2, H1.gg1, 07-Sep-1994,52.008057,0.000013,0.000178,0.017758,0.000006,0,0,0.000057,0,3.536929,0.328263,3.282628
2, H1.gg1, 08-Sep-1994,52.008053,0.000012,0.000176,0.017602,0.000006,0,0,0.000056,0,3.505883,0.328261,3.282613
2, H1.gg1, 09-Sep-1994,52.008053,0.000012,0.000175,0.017473,0.000006,0,0,0.000056,0,3.480136,0.32826,3.2826
2, H1.gg1, 10-Sep-1994,52.008049,0.000012,0.000173,0.017318,0.000006,0,0,0.000055,0,3.449235,0.328258,3.282584
2, H1.gg1, 11-Sep-1994,52.008049,0.000012,0.000171,0.017075,0.000006,0,0,0.000054,0,3.40089,0.328256,3.28256
2, H1.gg1, 12-Sep-1994,52.008045,0.000012,0.000169,0.016875,0.000006,0,0,0.000054,0,3.36092,0.328254,3.28254
2, H1.gg1, 13-Sep-1994,52.008041,0.000012,0.000167,0.016738,0.000006,0,0,0.000053,0,3.333783,0.328253,3.282526
2, H1.gg1, 14-Sep-1994,52.008041,0.000012,0.000165,0.016537,0.000006,0,0,0.000053,0,3.293756,0.328251,3.282506
2, H1.gg1, 15-Sep-1994,52.008205,0,0,0.032725,0,0,0,0.000052,0,6.517807,0.328413,3.284125
2, H1.gg1, 16-Sep-1994,52.008198,0,0,0.032231,0,0,0,0.000051,0,6.419417,0.328408,3.284076
2, H1.gg1, 17-Sep-1994,52.00819,0,0,0.031345,0,0,0,0.00005,0,6.242992,0.328399,3.283987
2, H1.gg1, 18-Sep-1994,52.008179,0,0,0.030422,0,0,0,0.000049,0,6.059212,0.328389,3.283895
2, H1.gg1, 19-Sep-1994,52.008175,0,0,0.02978,0,0,0,0.000047,0,5.931364,0.328383,3.28383
2, H1.gg1, 20-Sep-1994,52.008167,0,0,0.029247,0,0,0,0.000047,0,5.825017,0.328378,3.283777
2, H1.gg1, 21-Sep-1994,52.008163,0,0,0.028848,0,0,0,0.000046,0,5.745546,0.328374,3.283737
2, H1.gg1, 22-Sep-1994,52.00816,0,0,0.028415,0,0,0,0.000045,0,5.659354,0.328369,3.283694
2, H1.gg1, 23-Sep-1994,52.008156,0,0,0.02792,0,0,0,0.000045,0,5.560802,0.328364,3.283645
2, H1.gg1, 24-Sep-1994,52.015079,0.000033,0.007202,0.720178,0.000016,0,0,0.001859,0,143.437637,0.335287,3.35287
2, H1.gg1, 25-Sep-1994,52.216839,0.170145,0.208965,27.036188,0.221718,0,0,0.006658,0,5384.787598,0.53705,5.3705
2, H1.gg1, 26-Sep-1994,52.013519,0.001215,0.005645,0.564509,0.001209,0,0,0.001438,0,112.433022,0.33373,3.337303
2, H1.gg1, 27-Sep-1994,52.237095,0.268469,0.229215,30.040377,0.331124,0,0,0.001294,0,5983.129883,0.557301,5.573007
2, H1.gg1, 28-Sep-1994,52.012608,0,0,0.473166,0,0,0,0.001174,0,94.240311,0.332817,3.328169
2, H1.gg1, 29-Sep-1994,52.012074,0.000014,0.004197,0.419675,0.000007,0,0,0.001069,0,83.586594,0.332282,3.32282
2, H1.gg1, 30-Sep-1994,52.011559,0.000052,0.003684,0.368386,0.000026,0,0,0.000976,0,73.371315,0.331769,3.317691
2, H1.gg1, 01-Oct-1994,52.011494,0,0,0.361671,0,0,0,0.000895,0,72.033798,0.331702,3.31702
2, H1.gg1, 02-Oct-1994,52.011013,0.000038,0.003135,0.31351,0.000019,0,0,0.000823,0,62.441586,0.33122,3.312203
2, H1.gg1, 03-Oct-1994,52.01096,0,0,0.308137,0,0,0,0.000759,0,61.371433,0.331167,3.311666
2, H1.gg1, 04-Oct-1994,52.010502,0.000044,0.002626,0.262606,0.000022,0,0,0.000701,0,52.303055,0.330711,3.307113
2, H1.gg1, 05-Oct-1994,52.01046,0.000003,0.002584,0.258382,0.000002,0,0,0.000649,0,51.461876,0.330669,3.306691
2, H1.gg1, 06-Oct-1994,52.391407,4.536805,0.383532,53.996609,4.671978,0,0,0.020237,0,10754.48438,0.711617,7.116171
2, H1.gg1, 07-Oct-1994,52.394779,4.576108,0.386904,54.537678,4.721459,0,0,0.004183,0,10862.24805,0.714989,7.149888
2, H1.gg1, 08-Oct-1994,52.484253,12.364718,0.476378,69.121956,12.573201,0,0,0.003549,0,13766.99414,0.804463,8.044634
2, H1.gg1, 09-Oct-1994,52.436771,7.967074,0.428893,61.329315,8.141095,0,0,0.00304,0,12214.93652,0.756978,7.56978
2, H1.gg1, 10-Oct-1994,52.514553,17.014832,0.506678,74.151901,17.247572,0,0,0.002622,0,14768.80566,0.834763,8.347634
2, H1.gg1, 11-Oct-1994,52.533783,20.227587,0.525905,77.365654,20.476269,0,0,0.002279,0,15408.8877,0.853991,8.539907
2, H1.gg1, 12-Oct-1994,52.533646,19.377972,0.52577,77.343048,19.626678,0,0,0.002,0,15404.38477,0.853856,8.538557
2, H1.gg1, 13-Oct-1994,52.702805,43.751167,0.694925,84.655563,43.974125,0,0,0.001768,0,16860.81641,0.69929,6.992898
2, H1.gg1, 14-Oct-1994,52.702629,42.045479,0.694754,84.65377,42.254932,0,0,0.001574,0,16860.45898,0.656827,6.56827
2, H1.gg1, 15-Oct-1994,52.657059,35.930676,0.649184,84.159813,36.13002,0,0,0.001409,0,16762.07813,0.628649,6.286489
2, H1.gg1, 16-Oct-1994,52.548256,21.883488,0.540378,79.795578,22.077415,0,0,0.001268,0,15892.85547,0.64484,6.448396
2, H1.gg1, 17-Oct-1994,52.49403,13.06615,0.486153,70.73983,13.257707,0,0,0.001146,0,14089.22461,0.7183,7.182999
2, H1.gg1, 18-Oct-1994,52.480419,11.765413,0.472543,68.488441,11.950957,0,0,0.001043,0,13640.81836,0.718489,7.184889
2, H1.gg1, 19-Oct-1994,52.472321,10.843809,0.464443,67.152725,11.023758,0,0,0.000952,0,13374.7832,0.710566,7.105657
2, H1.gg1, 20-Oct-1994,52.464035,9.93972,0.45616,65.790077,10.110247,0,0,0.000872,0,13103.38379,0.687245,6.872448
2, H1.gg1, 21-Oct-1994,52.46785,10.3693,0.459971,66.416695,10.52627,0,0,0.000801,0,13228.18945,0.626636,6.266356
2, H1.gg1, 22-Oct-1994,52.459782,9.538417,0.451904,65.091331,9.691253,0,0,0.000737,0,12964.21484,0.622472,6.224715
2, H1.gg1, 23-Oct-1994,52.459286,9.501129,0.451409,65.010139,9.645844,0,0,0.000681,0,12948.0459,0.590101,5.90101
2, H1.gg1, 24-Oct-1994,52.454742,8.988119,0.446866,64.265442,9.125406,0,0,0.00063,0,12799.72363,0.566267,5.662674
2, H1.gg1, 25-Oct-1994,52.451031,8.695992,0.443154,63.657562,8.824518,0,0,0.000584,0,12678.65234,0.535179,5.351788
2, H1.gg1, 26-Oct-1994,52.44561,8.180245,0.437733,62.771301,8.305958,0,0,0.000543,0,12502.13574,0.530797,5.30797
2, H1.gg1, 27-Oct-1994,52.43996,7.684017,0.432085,61.849487,7.813817,0,0,0.000505,0,12318.53809,0.556108,5.561075
2, H1.gg1, 28-Oct-1994,52.433754,7.115373,0.425877,60.838299,7.245151,0,0,0.000471,0,12117.14063,0.565179,5.651793
2, H1.gg1, 29-Oct-1994,52.426327,6.52349,0.41845,59.631161,6.65137,0,0,0.00044,0,11876.71484,0.568125,5.68125
2, H1.gg1, 30-Oct-1994,52.419724,6.05415,0.411847,58.560478,6.176123,0,0,0.000411,0,11663.46875,0.551778,5.517778
2, H1.gg1, 31-Oct-1994,52.41132,5.519414,0.403445,57.201538,5.640156,0,0,0.000385,0,11392.80859,0.559133,5.591327
2, H1.gg1, 01-Nov-1994,52.403698,4.965966,0.395821,55.971756,5.094918,0,0,0.000362,0,11147.87402,0.61016,6.101596
2, H1.gg1, 02-Nov-1994,52.397373,4.62963,0.389498,54.954441,4.754441,0,0,0.000339,0,10945.25488,0.601472,6.014717
2, H1.gg1, 03-Nov-1994,52.392139,4.327169,0.384263,54.113934,4.442752,0,0,0.000498,0,10777.85156,0.566099,5.660991
2, H1.gg1, 04-Nov-1994,52.383755,3.841918,0.375879,52.770931,3.949957,0,0,0.000331,0,10510.36621,0.542278,5.422782
2, H1.gg1, 05-Nov-1994,52.371655,3.33549,0.36378,50.840427,3.446031,0,0,0.000311,0,10125.86816,0.575834,5.758336
2, H1.gg1, 06-Nov-1994,52.36338,2.981261,0.355503,49.524803,3.104211,0,0,0.000293,0,9863.836914,0.657351,6.573506
2, H1.gg1, 07-Nov-1994,52.350426,2.497844,0.342551,47.474663,2.618091,0,0,0.000277,0,9455.510742,0.670636,6.70636
2, H1.gg1, 08-Nov-1994,52.351063,2.68137,0.343187,47.575184,2.785688,0,0,0.003688,0,9475.53125,0.590149,5.901485
2, H1.gg1, 09-Nov-1994,52.355831,2.723819,0.347956,48.328907,2.815748,0,0,0.003472,0,9625.649414,0.512554,5.125541
2, H1.gg1, 10-Nov-1994,52.353485,3.066704,0.345606,47.957237,3.162055,0,0,0.001293,0,9551.625,0.52939,5.293901
2, H1.gg1, 11-Nov-1994,52.376236,4.262154,0.36836,51.570141,4.334014,0,0,0.015389,0,10271.20508,0.407977,4.079767
2, H1.gg1, 12-Nov-1994,52.373802,3.620912,0.365927,51.182297,3.696178,0,0,0.003875,0,10193.95898,0.398924,3.989237
2, H1.gg1, 13-Nov-1994,52.37796,3.824016,0.370085,51.845406,3.897686,0,0,0.003307,0,10326.03027,0.384235,3.842352
2, H1.gg1, 14-Nov-1994,52.385231,4.340446,0.377354,53.006908,4.410455,0,0,0.003484,0,10557.36621,0.357983,3.579833
2, H1.gg1, 15-Nov-1994,52.389057,4.250825,0.38118,53.619625,4.319344,0,0,0.002631,0,10679.40137,0.344442,3.44442
2, H1.gg1, 16-Nov-1994,52.400425,4.910394,0.392548,55.444893,4.97635,0,0,0.002304,0,11042.93848,0.320099,3.20099
2, H1.gg1, 17-Nov-1994,52.398392,5.160702,0.390515,55.117916,5.221044,0,0,0.005393,0,10977.81445,0.302471,3.024706
2, H1.gg1, 18-Nov-1994,52.4076,5.415762,0.399725,56.601128,5.474039,0,0,0.004779,0,11273.22461,0.283464,2.834642
2, H1.gg1, 19-Nov-1994,52.411121,5.749357,0.403246,57.169334,5.803643,0,0,0.005852,0,11386.39551,0.264661,2.646614
2, H1.gg1, 20-Nov-1994,52.409588,5.845078,0.401711,56.921516,5.899177,0,0,0.003112,0,11337.03711,0.25858,2.585797
2, H1.gg1, 21-Nov-1994,52.517757,12.727801,0.509879,74.685677,12.774566,0,0,0.002708,0,14875.11914,0.170388,1.70388
2, H1.gg1, 22-Nov-1994,52.446056,8.160021,0.438182,62.844635,8.208817,0,0,0.002376,0,12516.74219,0.210344,2.103441
2, H1.gg1, 23-Nov-1994,52.445839,8.765122,0.437961,62.808655,8.812189,0,0,0.002099,0,12509.5752,0.202604,2.026042
2, H1.gg1, 24-Nov-1994,52.457855,9.635687,0.449979,64.775558,9.682839,0,0,0.001865,0,12901.32324,0.196327,1.963268
2, H1.gg1, 25-Nov-1994,52.469944,11.08157,0.46207,66.761932,11.126927,0,0,0.001664,0,13296.9502,0.182976,1.829763
2, H1.gg1, 26-Nov-1994,52.549435,24.307472,0.541557,79.993843,24.345692,0,0,0.007841,0,15932.3418,0.139319,1.393186
2, H1.gg1, 27-Nov-1994,52.540337,20.631701,0.53246,78.46505,20.667292,0,0,0.009618,0,15627.85547,0.136166,1.361658
2, H1.gg1, 28-Nov-1994,52.548294,22.603603,0.540416,79.801933,22.639631,0,0,0.00415,0,15894.12109,0.126275,1.262753
2, H1.gg1, 29-Nov-1994,52.586323,30.701183,0.578449,83.326454,30.735622,0,0,0.003656,0,16596.09961,0.115115,1.15115
2, H1.gg1, 30-Nov-1994,52.582355,29.003078,0.574477,83.276955,29.036825,0,0,0.003017,0,16586.23828,0.111962,1.119618
2, H1.gg1, 01-Dec-1994,52.610416,31.214386,0.602541,83.620277,31.248014,0,0,0.002638,0,16654.61914,0.110523,1.10523
2, H1.gg1, 02-Dec-1994,52.611416,32.020226,0.603539,83.63221,32.054554,0,0,0.002323,0,16656.99414,0.112225,1.122248
2, H1.gg1, 03-Dec-1994,52.68853,40.522831,0.680652,84.504158,40.55468,0,0,0.002056,0,16830.66211,0.102894,1.02894
2, H1.gg1, 04-Dec-1994,52.804935,58.799503,0.797061,85.662865,58.830837,0,0,0.001834,0,17061.44141,0.099575,0.995753
2, H1.gg1, 05-Dec-1994,52.782761,48.200897,0.774881,85.45459,48.231487,0,0,0.002512,0,17019.95898,0.098564,0.98564
2, H1.gg1, 06-Dec-1994,52.621643,32.156891,0.613763,83.753487,32.184853,0,0,0.00303,0,16681.14844,0.093078,0.93078
2, H1.gg1, 07-Dec-1994,52.610821,31.641766,0.602944,83.625092,31.669958,0,0,0.002101,0,16655.57813,0.092486,0.924857
2, H1.gg1, 08-Dec-1994,52.61261,31.818096,0.604735,83.6465,31.847538,0,0,0.001693,0,16659.8418,0.09576,0.957595
2, H1.gg1, 09-Dec-1994,52.613926,32.056572,0.606047,83.662125,32.08519,0,0,0.001528,0,16662.95313,0.092878,0.928784
2, H1.gg1, 10-Dec-1994,52.613602,31.828232,0.605724,83.658279,31.856434,0,0,0.001386,0,16662.1875,0.091352,0.913517
2, H1.gg1, 11-Dec-1994,52.611359,31.686626,0.603486,83.631577,31.714363,0,0,0.001262,0,16656.86914,0.089716,0.897155
2, H1.gg1, 12-Dec-1994,52.608521,31.400354,0.600641,83.597488,31.4244,0,0,0.003306,0,16650.08008,0.081296,0.812958
2, H1.gg1, 13-Dec-1994,52.609306,31.541719,0.601432,83.606987,31.563904,0,0,0.004234,0,16651.97266,0.076874,0.768736
2, H1.gg1, 14-Dec-1994,52.660625,39.085739,0.652751,84.199615,39.10537,0,0,0.007705,0,16770.00391,0.073752,0.737517
2, H1.gg1, 15-Dec-1994,52.689289,41.938324,0.681408,84.512245,41.960171,0,0,0.003193,0,16832.27344,0.07336,0.733601
